x,committed,heapTotal,heapUsed,external,rss
1576.934,46186.496,46497.792,44266.228,0.329,30736
1577.945,46432.256,46497.792,44325.3,0.381,30800
1578.954,46432.256,46497.792,44384.356,0.431,30864
1579.967,46432.256,46497.792,44443.412,0.483,30912
1580.983,46432.256,46497.792,44502.468,0.535,30992
1581.996,46186.496,46497.792,44296.608,0.278,30816
1583.009,46186.496,46497.792,44355.664,0.33,30864
1584.023,46432.256,46497.792,44414.708,0.381,30928
1585.031,46432.256,46497.792,44473.764,0.433,30992
1586.04,46432.256,46497.792,44532.8,0.485,31056
1587.055,46186.496,46497.792,44393.856,0.534,30896
1588.061,46186.496,46497.792,44452.912,0.279,30960
1589.067,46432.256,46497.792,44512.004,0.331,31024
1590.083,46432.256,46497.792,44571.06,0.383,31072
1591.087,46432.256,46497.792,44630.116,0.434,31136
1592.108,46432.256,46497.792,44689.172,0.486,31200
1593.121,46448.64,46759.936,44548.088,0.278,31088
1594.136,46448.64,46759.936,44607.144,0.329,31152
1595.151,46694.4,46759.936,44666.288,0.38,31200
1596.159,46694.4,46759.936,44725.32,0.429,31264
1597.167,46694.4,46759.936,44784.372,0.478,31328
1598.183,46448.64,46759.936,44614.356,0.528,30960
1599.189,46448.64,46759.936,44673.392,0.278,31024
1600.197,46694.4,46759.936,44732.472,0.329,31072
1601.204,46694.4,46759.936,44791.508,0.379,31120
1602.222,46694.4,46759.936,44850.564,0.429,31200
1603.23,46694.4,46759.936,44909.6,0.479,31264
1604.24,46710.784,47022.08,44737.464,0.273,31120
1605.254,46710.784,47022.08,44796.496,0.323,31168
1606.262,46956.544,47022.08,44855.7,0.374,31232
1607.276,46956.544,47022.08,44914.768,0.423,31216
1608.286,46956.544,47022.08,44973.824,0.474,31280
1609.303,46972.928,47284.224,44865.144,0.525,31168
1610.314,46972.928,47284.224,44924.18,0.279,31232
1611.328,47218.688,47284.224,44983.224,0.33,31280
1612.338,47218.688,47284.224,45042.26,0.381,31344
1613.353,47218.688,47284.224,45101.316,0.432,31408
1614.367,46972.928,47284.224,44937.924,0.278,31280
1615.378,46972.928,47284.224,44996.976,0.33,31232
1616.391,47218.688,47284.224,45056.036,0.381,31280
1617.405,47218.688,47284.224,45115.148,0.433,31344
1618.419,47218.688,47284.224,45174.184,0.485,31408
1619.427,47218.688,47284.224,45233.22,0.537,31472
1620.441,46972.928,47284.224,45055.172,0.588,31312
1621.472,46972.928,47284.224,45114.228,0.279,30800
1622.479,47218.688,47284.224,45173.276,0.331,30864
1623.483,47218.688,47284.224,45232.328,0.383,30928
1624.493,47218.688,47284.224,45291.364,0.435,30992
1625.508,47218.688,47284.224,45350.4,0.487,31040
1626.524,47235.072,47546.368,45209.392,0.276,31024
1627.537,47235.072,47546.368,45268.428,0.328,31056
1628.542,47480.832,47546.368,45327.496,0.38,31120
1629.552,47480.832,47546.368,45386.532,0.431,31184
1630.56,47480.832,47546.368,45445.588,0.483,31248
1631.577,47480.832,47546.368,45504.64,0.534,31296
1632.584,47235.072,47546.368,45298.544,0.277,31136
1633.599,47235.072,47546.368,45357.656,0.329,31184
1634.611,47480.832,47546.368,45416.704,0.381,31264
1635.626,47480.832,47546.368,45475.74,0.433,31312
1636.641,47480.832,47546.368,45534.776,0.484,31376
1637.657,47235.072,47546.368,45395.768,0.536,31232
1638.673,47235.072,47546.368,45454.804,0.279,31296
1639.686,47480.832,47546.368,45513.84,0.331,31360
1640.694,47480.832,47546.368,45572.972,0.382,31424
1641.71,47480.832,47546.368,45632.028,0.434,31472
1642.724,47480.832,47546.368,45691.06,0.485,31536
1643.74,47497.216,47808.512,45549.792,0.277,31440
1644.754,47497.216,47808.512,45608.844,0.328,31488
1645.767,47742.976,47808.512,45667.9,0.38,31536
1646.781,47742.976,47808.512,45726.948,0.429,31600
1647.797,47742.976,47808.512,45786.004,0.481,31664
1648.81,47497.216,47808.512,45616.252,0.533,31520
1649.827,47497.216,47808.512,45675.304,0.278,31584
1650.842,47742.976,47808.512,45734.428,0.33,31632
1651.857,47742.976,47808.512,45793.484,0.381,31696
1652.861,47742.976,47808.512,45852.54,0.433,31760
1653.879,47742.976,47808.512,45911.596,0.484,31824
1654.891,47759.36,48070.656,45739.464,0.278,31680
1655.906,47759.36,48070.656,45798.52,0.329,31744
1656.91,48005.12,48070.656,45857.596,0.379,31792
1657.925,48005.12,48070.656,45916.648,0.429,31856
1658.93,48005.12,48070.656,45975.78,0.48,31920
1659.937,48021.504,48332.8,45867.144,0.528,31824
1660.946,48021.504,48332.8,45926.18,0.277,31872
1661.956,48267.264,48332.8,45985.244,0.326,31920
1662.965,48267.264,48332.8,46044.28,0.376,32000
1663.97,48267.264,48332.8,46103.332,0.425,32080
1664.989,48021.504,48332.8,45939.984,0.275,31936
1666.005,48021.504,48332.8,45999.04,0.325,32000
1667.024,48267.264,48332.8,46058.132,0.374,32048
1668.04,48267.264,48332.8,46117.188,0.424,32128
1669.045,48267.264,48332.8,46176.236,0.473,32176
1670.061,48267.264,48332.8,46235.292,0.523,32240
1671.068,48021.504,48332.8,46057.32,0.573,32080
1672.087,48021.504,48332.8,46116.352,0.276,32144
1673.102,48267.264,48332.8,46175.412,0.326,32192
1674.117,48267.264,48332.8,46234.468,0.376,32256
1675.127,48267.264,48332.8,46293.524,0.426,32320
1676.141,48267.264,48332.8,46352.58,0.476,32384
1677.156,48021.504,48332.8,46180.52,0.275,32240
1678.165,48021.504,48332.8,46239.552,0.324,32288
1679.177,48267.264,48332.8,46298.664,0.374,32336
1680.192,48267.264,48332.8,46357.72,0.424,32400
1681.198,48267.264,48332.8,46416.848,0.473,32480
1682.211,48267.264,48332.8,46475.904,0.523,32512
1683.223,48283.648,48594.944,46300.776,0.276,32384
1684.24,48283.648,48594.944,46359.812,0.328,32432
1685.257,48529.408,48594.944,46418.88,0.379,32512
1686.273,48529.408,48594.944,46477.916,0.43,32560
1687.286,48529.408,48594.944,46536.972,0.481,32624
1688.302,48283.648,48594.944,46398.048,0.533,32496
1689.317,48283.648,48594.944,46457.104,0.279,32576
1690.327,48529.408,48594.944,46516.172,0.331,32624
1691.334,48529.408,48594.944,46575.208,0.383,32688
1692.34,48529.408,48594.944,46634.264,0.435,32736
1693.348,48529.408,48594.944,46693.316,0.486,32816
1694.363,48545.792,48857.088,46552.088,0.278,32688
1695.374,48545.792,48857.088,46611.124,0.33,32736
1696.385,48791.552,48857.088,46670.18,0.381,32784
1697.391,48791.552,48857.088,46729.252,0.432,32864
1698.401,48791.552,48857.088,46788.324,0.484,32912
1699.417,48545.792,48857.088,46618.516,0.536,32720
1700.42,48545.792,48857.088,46677.572,0.279,30320
1701.427,48791.552,48857.088,46736.636,0.33,30384
1702.439,48791.552,48857.088,46795.692,0.381,30448
1703.452,48791.552,48857.088,46854.748,0.433,30496
1704.457,48791.552,48857.088,46913.804,0.485,30560
1705.463,48807.936,49119.232,46741.712,0.278,30464
1706.487,48807.936,49119.232,46800.748,0.33,30512
1707.493,49053.696,49119.232,46859.848,0.381,30560
1708.506,49053.696,49119.232,46918.884,0.433,30640
1709.513,49053.696,49119.232,46977.94,0.485,30720
1710.527,49070.08,49381.376,46869.612,0.536,30720
1711.538,49070.08,49381.376,46928.648,0.278,30768
1712.551,49315.84,49381.376,46987.704,0.329,30816
1713.563,49315.84,49381.376,47046.74,0.38,30896
1714.575,49315.84,49381.376,47105.788,0.429,30960
1715.58,49315.84,49381.376,47164.824,0.48,31024
1716.593,49070.08,49381.376,46962.136,0.275,30864
1717.609,49070.08,49381.376,47021.188,0.326,30928
1718.621,49315.84,49381.376,47080.32,0.377,30976
1719.626,49315.84,49381.376,47139.392,0.427,31040
1720.643,49315.84,49381.376,47198.444,0.478,31104
1721.658,49070.08,49381.376,47059.388,0.529,30976
1722.676,49070.08,49381.376,47118.44,0.278,31024
1723.688,49315.84,49381.376,47177.544,0.328,31088
1724.703,49315.84,49381.376,47236.596,0.379,31152
1725.718,49315.84,49381.376,47295.632,0.43,31200
1726.724,49315.84,49381.376,47354.668,0.48,31280
1727.732,49332.224,49643.52,47215.104,0.276,31152
1728.744,49332.224,49643.52,47274.156,0.327,31184
1729.758,49577.984,49643.52,47333.224,0.378,31248
1730.765,49577.984,49643.52,47392.26,0.429,31328
1731.776,49577.984,49643.52,47451.296,0.479,31392
1732.787,49577.984,49643.52,47510.352,0.53,31424
1733.797,49332.224,49643.52,47302.712,0.276,31248
1734.811,49332.224,49643.52,47361.748,0.327,31328
1735.822,49577.984,49643.52,47420.784,0.378,31392
1736.833,49577.984,49643.52,47479.82,0.429,31440
1737.846,49577.984,49643.52,47538.856,0.479,31504
1738.861,49332.224,49643.52,47402.852,0.277,31392
1739.875,49332.224,49643.52,47461.888,0.328,31440
1740.886,49577.984,49643.52,47520.948,0.379,31488
1741.897,49577.984,49643.52,47579.984,0.43,31552
1742.912,49577.984,49643.52,47639.04,0.48,31616
1743.928,49577.984,49643.52,47698.092,0.529,31632
1744.939,49594.368,49905.664,47553.944,0.277,31040
1745.952,49840.128,49905.664,47613.056,0.329,31072
1746.964,49840.128,49905.664,47672.184,0.381,31200
1747.978,49840.128,49905.664,47731.22,0.433,30960
1748.988,49840.128,49905.664,47790.256,0.484,31024
1749.996,49594.368,49905.664,47620.288,0.536,30864
1751.013,49594.368,49905.664,47679.324,0.279,30944
1752.025,49840.128,49905.664,47738.468,0.331,30992
1753.038,49840.128,49905.664,47797.524,0.383,31040
1754.048,49840.128,49905.664,47856.56,0.435,31104
1755.065,49840.128,49905.664,47915.612,0.486,31184
1756.079,49594.368,49905.664,47743.42,0.278,31024
1757.085,49594.368,49905.664,47802.456,0.329,31056
1758.092,49840.128,49905.664,47861.504,0.381,30864
1759.102,49840.128,49905.664,47920.54,0.433,31728
1760.119,49840.128,49905.664,47979.596,0.484,32080
1761.127,49856.512,50167.808,47871.112,0.536,31968
1762.142,49856.512,50167.808,47930.092,0.279,32016
1763.152,50102.272,50167.808,47989.072,0.331,32080
1764.164,50102.272,50167.808,48048.032,0.383,32144
1765.168,50102.272,50167.808,48106.992,0.435,30864
1766.186,49856.512,50167.808,47943.756,0.278,30752
1767.198,49856.512,50167.808,48002.732,0.33,30816
1768.209,50102.272,50167.808,48061.832,0.381,30880
1769.225,50102.272,50167.808,48120.828,0.433,30944
1770.232,50102.272,50167.808,48179.804,0.485,30992
1771.242,50102.272,50167.808,48238.764,0.537,31056
1772.329,50118.656,50429.952,47873.452,0.227,32640
1773.261,50118.656,50429.952,47948.288,0.278,70112
1774.275,50118.656,50429.952,48007.268,0.33,70160
1775.279,50118.656,50429.952,48066.248,0.381,70208
1776.293,50364.416,50429.952,48125.26,0.433,70256
1777.31,50364.416,50429.952,48184.24,0.484,70336
1778.326,50364.416,50429.952,48243.216,0.534,70384
1779.339,50364.416,50429.952,48302.196,0.586,70448
1780.355,50118.656,50429.952,48054.932,0.278,70240
1781.434,49840.128,50429.952,48017.988,0.226,71600
1782.515,49889.28,50429.952,48062.572,0.226,72736
1783.527,49889.28,50429.952,48121.716,0.277,72800
1784.538,49889.28,50429.952,48180.86,0.328,72864
1785.551,49889.28,50429.952,48240.004,0.378,72912
1786.565,50135.04,50429.952,48299.152,0.429,72960
1787.582,50135.04,50429.952,48358.312,0.48,73024
1788.598,50135.04,50429.952,48417.532,0.53,73088
1789.606,49889.28,50429.952,48201.696,0.58,72880
1790.621,50135.04,50429.952,48260.848,0.276,72928
1791.634,50135.04,50429.952,48319.992,0.327,72976
1792.649,50135.04,50429.952,48379.136,0.378,73040
1793.665,50135.04,50429.952,48438.28,0.429,73104
1794.675,50184.192,50692.096,48335.572,0.275,72976
1795.694,50184.192,50692.096,48394.696,0.327,73040
1796.711,50429.952,50692.096,48453.82,0.379,73088
1797.726,50429.952,50692.096,48512.944,0.43,73152
1798.741,50429.952,50692.096,48572.088,0.481,73200
1799.758,50184.192,50692.096,48402.16,0.533,73056
1800.766,50184.192,50692.096,48461.304,0.277,73088
1801.778,50429.952,50692.096,48520.44,0.329,73152
1802.795,50429.952,50692.096,48579.564,0.38,73216
1803.811,50429.952,50692.096,48638.724,0.431,73264
1804.822,50626.56,50692.096,48903.408,0.483,75360
1805.835,50642.944,50954.24,48730.784,0.276,75216
1806.848,50642.944,50954.24,48789.84,0.327,75264
1807.864,50888.704,50954.24,48848.908,0.377,75312
1808.876,50888.704,50954.24,48907.996,0.428,75376
1809.883,50888.704,50954.24,48967.052,0.479,75440
1810.893,50888.704,50954.24,49026.108,0.53,75488
1811.907,50905.088,51216.384,48878.476,0.58,75360
1812.921,51150.848,51216.384,48937.568,0.277,75392
1813.934,51150.848,51216.384,48996.7,0.329,75456
1814.946,51150.848,51216.384,49055.756,0.379,75520
1815.961,51150.848,51216.384,49114.828,0.431,75584
1816.976,50905.088,51216.384,48951.368,0.277,75440
1817.988,50905.088,51216.384,49010.404,0.329,75504
1818.993,51150.848,51216.384,49069.544,0.381,75552
1820.006,51150.848,51216.384,49128.6,0.433,75616
1821.016,51150.848,51216.384,49187.656,0.483,75664
1822.024,51150.848,51216.384,49246.712,0.535,75728
1823.033,50905.088,51216.384,49068.716,0.587,75552
1824.039,50905.088,51216.384,49127.752,0.278,75600
1825.047,51150.848,51216.384,49186.82,0.33,75648
1826.063,51150.848,51216.384,49245.876,0.38,75712
1827.08,51150.848,51216.384,49304.932,0.431,75776
1828.091,51150.848,51216.384,49363.984,0.482,75824
1829.098,51167.232,51478.528,49222.728,0.277,75712
1830.109,51167.232,51478.528,49281.764,0.329,75744
1831.119,51412.992,51478.528,49340.836,0.381,75808
1832.124,51412.992,51478.528,49399.892,0.433,72528
1833.142,51412.992,51478.528,49458.964,0.485,72672
1834.147,51412.992,51478.528,49518.02,0.537,72720
1835.162,51167.232,51478.528,49312.236,0.276,73056
1836.176,51167.232,51478.528,49371.348,0.328,72896
1837.187,51412.992,51478.528,49430.42,0.38,72960
1838.203,51412.992,51478.528,49489.456,0.43,73008
1839.217,51412.992,51478.528,49548.588,0.481,73072
1840.231,51167.232,51478.528,49409.5,0.533,73120
1841.249,51167.232,51478.528,49468.556,0.276,73184
1842.254,51412.992,51478.528,49527.644,0.328,73232
1843.268,51412.992,51478.528,49586.7,0.38,73296
1844.284,51412.992,51478.528,49645.768,0.429,73344
1845.295,51412.992,51478.528,49704.84,0.481,73408
1846.311,51429.376,51740.672,49563.732,0.276,73328
1847.322,51429.376,51740.672,49622.788,0.328,73376
1848.335,51675.136,51740.672,49681.932,0.38,73440
1849.347,51675.136,51740.672,49740.988,0.431,73504
1850.362,51675.136,51740.672,49800.044,0.483,73568
1851.374,51429.376,51740.672,49630.04,0.535,73408
1852.389,51429.376,51740.672,49689.076,0.277,73472
1853.403,51675.136,51740.672,49748.144,0.329,73520
1854.418,51675.136,51740.672,49807.2,0.381,73568
1855.434,51675.136,51740.672,49866.236,0.431,73632
1856.449,51675.136,51740.672,49925.292,0.483,73696
1857.461,51691.52,52002.816,49753.236,0.277,73536
1858.474,51691.52,52002.816,49812.292,0.328,73584
1859.479,51937.28,52002.816,49871.384,0.379,73632
1860.497,51937.28,52002.816,49930.42,0.43,73696
1861.514,51937.28,52002.816,49989.452,0.479,73760
1862.526,51953.664,52264.96,49880.9,0.53,73680
1863.542,51953.664,52264.96,49939.952,0.274,73728
1864.549,52199.424,52264.96,49999.1,0.325,73776
1865.565,52199.424,52264.96,50058.152,0.374,73840
1866.577,52199.424,52264.96,50117.208,0.425,73904
1867.594,52199.424,52264.96,50176.264,0.476,73968
1868.609,51953.664,52264.96,49973.78,0.276,73776
1869.618,51953.664,52264.96,50032.816,0.326,73824
1870.633,52199.424,52264.96,50091.956,0.377,73872
1871.645,52199.424,52264.96,50151.028,0.428,73936
1872.661,52199.424,52264.96,50210.084,0.479,74000
1873.678,51953.664,52264.96,50071.092,0.53,73872
1874.694,51953.664,52264.96,50130.128,0.276,73920
1875.71,52199.424,52264.96,50189.188,0.327,73984
1876.725,52199.424,52264.96,50248.24,0.377,74048
1877.736,52199.424,52264.96,50307.312,0.427,74096
1878.752,52199.424,52264.96,50366.368,0.478,74384
1879.763,52215.808,52527.104,50221.716,0.529,74736
1880.775,52215.808,52527.104,50280.748,0.278,74784
1881.789,52461.568,52527.104,50339.716,0.33,74848
1882.803,52461.568,52527.104,50398.688,0.381,74896
1883.819,52461.568,52527.104,50457.644,0.433,74960
1884.83,52461.568,52527.104,50516.616,0.485,75024
1885.843,52215.808,52527.104,50314.768,0.276,74864
1886.856,52215.808,52527.104,50373.724,0.328,74912
1887.867,52461.568,52527.104,50432.68,0.38,74960
1888.88,52461.568,52527.104,50491.616,0.43,75024
1889.89,52461.568,52527.104,50550.548,0.48,75088
1890.905,52215.808,52527.104,50412.14,0.53,74928
1891.919,52215.808,52527.104,50471.096,0.276,74992
1892.931,52461.568,52527.104,50530.164,0.328,75040
1893.946,52461.568,52527.104,50589.136,0.38,75088
1894.954,52461.568,52527.104,50648.148,0.431,75152
1895.962,52461.568,52527.104,50707.104,0.483,75216
1896.973,52477.952,52789.248,50566.064,0.277,75088
1897.979,52477.952,52789.248,50625,0.329,75136
1898.991,52723.712,52789.248,50683.964,0.377,75184
1900.003,52723.712,52789.248,50742.936,0.429,75248
1901.012,52723.712,52789.248,50801.908,0.481,75296
1902.028,52477.952,52789.248,50632.632,0.533,75152
1903.039,52477.952,52789.248,50691.568,0.278,75200
1904.05,52723.712,52789.248,50750.596,0.33,75264
1905.064,52723.712,52789.248,50809.528,0.38,75328
1906.078,52723.712,52789.248,50868.484,0.431,75376
1907.088,52723.712,52789.248,50927.42,0.483,75440
1908.101,52740.096,53051.392,50755.66,0.276,75296
1909.115,52740.096,53051.392,50814.596,0.327,75344
1910.131,52985.856,53051.392,50873.596,0.379,75392
1911.143,52985.856,53051.392,50932.564,0.431,75456
1912.156,52985.856,53051.392,50991.516,0.483,75520
1913.169,52985.856,53051.392,51050.468,0.535,75568
1914.183,53002.24,53313.536,50906.816,0.277,75440
1915.197,53248,53313.536,50965.788,0.328,75488
1916.208,53248,53313.536,51024.728,0.376,75552
1917.222,53248,53313.536,51083.648,0.424,75616
1918.228,53248,53313.536,51142.568,0.472,75680
1919.239,53002.24,53313.536,50973.348,0.52,75536
1920.248,53002.24,53313.536,51032.32,0.276,75600
1921.259,53248,53313.536,51091.34,0.326,75648
1922.267,53248,53313.536,51150.276,0.373,75712
1923.279,53248,53313.536,51209.5,0.421,75760
1924.292,53248,53313.536,51268.472,0.467,75824
1925.306,53002.24,53313.536,51093.888,0.515,75680
1926.321,53002.24,53313.536,51152.824,0.277,75728
1927.335,53248,53313.536,51211.78,0.328,75776
1928.346,53248,53313.536,51270.7,0.375,75824
1929.363,53248,53313.536,51329.62,0.421,75888
1930.367,53248,53313.536,51388.56,0.468,75952
1931.381,53264.384,53575.68,51247.96,0.272,75840
1932.391,53264.384,53575.68,51306.932,0.322,75888
1933.401,53510.144,53575.68,51365.868,0.373,75936
1934.41,53510.144,53575.68,51424.872,0.424,73072
1935.417,53510.144,53575.68,51483.82,0.474,72672
1936.428,53264.384,53575.68,51314.396,0.524,72720
1937.444,53264.384,53575.68,51373.332,0.277,72768
1938.458,53510.144,53575.68,51432.328,0.328,72832
1939.468,53510.144,53575.68,51491.3,0.379,72896
1940.473,53510.144,53575.68,51550.248,0.428,72960
1941.483,53510.144,53575.68,51609.2,0.479,73024
1942.497,53264.384,53575.68,51437.5,0.274,72896
1943.509,53264.384,53575.68,51496.432,0.323,72944
1944.515,53510.144,53575.68,51555.472,0.374,72992
1945.523,53510.144,53575.68,51614.444,0.425,73056
1946.53,53510.144,53575.68,51673.396,0.476,73120
1947.55,53510.144,53575.68,51732.36,0.526,73152
1948.565,53526.528,53837.824,51588.644,0.274,73088
1949.574,53772.288,53837.824,51647.6,0.326,73152
1950.581,53772.288,53837.824,51706.536,0.376,73200
1951.588,53772.288,53837.824,51765.488,0.428,73264
1952.6,53772.288,53837.824,51824.424,0.48,73328
1953.606,53526.528,53837.824,51655.092,0.529,73168
1954.615,53526.528,53837.824,51714.064,0.278,73232
1955.629,53772.288,53837.824,51773.144,0.33,73280
1956.643,53772.288,53837.824,51832.1,0.381,73344
1957.65,53772.288,53837.824,51891.036,0.431,73392
1958.664,53772.288,53837.824,51949.988,0.482,73456
1959.68,53788.672,54099.968,51778.176,0.277,73344
1960.691,53788.672,54099.968,51837.108,0.328,73392
1961.707,54034.432,54099.968,51896.056,0.38,73440
1962.714,54034.432,54099.968,51954.992,0.431,73504
1963.725,54034.432,54099.968,52013.928,0.483,73568
1964.73,54034.432,54099.968,52072.864,0.535,73616
1965.74,54050.816,54362.112,51925.956,0.586,73184
1966.753,54296.576,54362.112,51984.9,0.277,72864
1967.765,54296.576,54362.112,52043.836,0.327,72928
1968.777,54296.576,54362.112,52102.772,0.379,72992
1969.789,54296.576,54362.112,52161.708,0.431,72704
1970.798,54050.816,54362.112,51998.576,0.277,72624
1971.808,65798.144,66109.44,63795.596,0.329,84976
1972.823,66043.904,66109.44,63854.724,0.38,85024
1973.839,66043.904,66109.44,63913.696,0.43,85088
1974.853,66043.904,66109.44,63972.652,0.48,85136
1975.863,66043.904,66109.44,64031.684,0.53,85200
1976.936,58294.272,59834.368,55789.452,0.226,85376
1977.884,58294.272,59834.368,55864.292,0.278,83264
1978.897,58294.272,59834.368,55923.248,0.33,83312
1979.908,58294.272,59834.368,55982.204,0.381,83360
1980.925,58540.032,59834.368,56041.26,0.433,83408
1981.936,58540.032,59834.368,56100.232,0.484,83488
1982.947,58540.032,59834.368,56159.204,0.536,83536
1983.962,58540.032,59834.368,56218.16,0.588,83600
1984.981,58785.792,59834.368,56277.116,0.639,83632
1986.001,58785.792,59834.368,56336.072,0.691,83696
1987.019,58785.792,59834.368,56395.028,0.743,83760
1988.037,58785.792,59834.368,56453.984,0.795,83824
1989.059,58785.792,59834.368,56512.956,0.847,83856
1990.078,59031.552,59834.368,56572.028,0.899,83920
1991.098,59031.552,59834.368,56630.984,0.951,83984
1992.111,58212.352,58523.648,56149.784,0.278,83280
1993.132,58212.352,58523.648,56208.756,0.33,81984
1994.146,58458.112,58523.648,56267.836,0.381,78128
1995.167,58458.112,58523.648,56326.792,0.433,45968
1996.183,58458.112,58523.648,56385.748,0.485,43040
1997.193,58212.352,58523.648,56208.8,0.537,45776
1998.219,58212.352,58523.648,56267.756,0.277,45792
1999.229,58458.112,58523.648,56326.76,0.329,45856
2000.234,58458.112,58523.648,56385.716,0.38,45776
2001.248,58458.112,58523.648,56444.652,0.431,45840
2002.256,58458.112,58523.648,56503.624,0.483,45904
2003.265,58474.496,58785.792,56362.724,0.278,46000
2004.281,58474.496,58785.792,56421.68,0.33,45472
2005.287,58720.256,58785.792,56480.644,0.38,45184
2006.305,58720.256,58785.792,56539.6,0.431,45248
2007.311,58720.256,58785.792,56598.556,0.481,45296
2008.325,58474.496,58785.792,56429.376,0.533,45248
2009.341,58474.496,58785.792,56488.312,0.279,45312
2010.356,58720.256,58785.792,56547.348,0.331,45360
2011.369,58720.256,58785.792,56606.304,0.383,45408
2012.384,58720.256,58785.792,56665.26,0.435,45472
2013.398,58720.256,58785.792,56724.196,0.486,45536
2014.406,58736.64,59047.936,56552.504,0.278,45440
2015.416,58736.64,59047.936,56611.46,0.329,45488
2016.425,58982.4,59047.936,56670.452,0.379,45536
2017.44,58982.4,59047.936,56729.388,0.429,45600
2018.456,58982.4,59047.936,56788.336,0.478,45664
2019.466,58998.784,59310.08,56682.444,0.528,45552
2020.474,58998.784,59310.08,56741.4,0.278,45600
2021.482,59244.544,59310.08,56800.344,0.327,45664
2022.494,59244.544,59310.08,57112.724,0.378,45728
2023.505,59244.544,59310.08,57171.68,0.429,44976
2024.509,59260.928,59572.224,57006.448,0.276,44832
2025.522,59260.928,59572.224,57065.404,0.328,44896
2026.535,59506.688,59572.224,57124.504,0.38,44944
2027.552,59506.688,59572.224,57183.46,0.431,45008
2028.566,59506.688,59572.224,57242.448,0.482,45056
2029.575,59506.688,59572.224,57301.404,0.534,45120
2030.589,59506.688,59572.224,57360.36,0.586,45168
2031.605,59260.928,59572.224,57146.848,0.277,44976
2032.625,59506.688,59572.224,57205.808,0.329,44928
2033.637,59506.688,59572.224,57264.78,0.381,44976
2034.652,59506.688,59572.224,57323.716,0.432,45024
2035.662,59506.688,59572.224,57382.672,0.484,45088
2036.678,59523.072,59834.368,57274.628,0.536,45072
2037.688,59523.072,59834.368,57333.584,0.279,45120
2038.7,59768.832,59834.368,57392.528,0.331,45184
2039.711,59768.832,59834.368,57451.46,0.381,44816
2040.726,59768.832,59834.368,57510.416,0.432,44864
2041.742,59768.832,59834.368,57569.372,0.484,44656
2042.757,59523.072,59834.368,57367.296,0.278,44480
2043.771,59523.072,59834.368,57426.252,0.33,44528
2044.784,59768.832,59834.368,57485.292,0.381,44576
2045.796,59768.832,59834.368,57544.248,0.433,44560
2046.812,59768.832,59834.368,57603.204,0.485,44624
2047.825,59523.072,59834.368,57464.684,0.537,44496
2048.841,59523.072,59834.368,57523.64,0.279,44560
2049.845,59768.832,59834.368,57582.692,0.33,44608
2050.863,59768.832,59834.368,57641.648,0.381,44656
2051.868,59768.832,59834.368,57700.584,0.433,44720
2052.888,59768.832,59834.368,57759.54,0.485,44784
2053.901,59785.216,60096.512,57618.608,0.277,44656
2054.913,59785.216,60096.512,57677.544,0.329,44704
2055.923,60030.976,60096.512,57736.508,0.381,44752
2056.934,60030.976,60096.512,57795.464,0.433,44816
2057.951,60030.976,60096.512,57854.4,0.485,44784
2058.96,59785.216,60096.512,57685.128,0.535,44800
2059.972,59785.216,60096.512,57744.08,0.278,44848
2060.99,60030.976,60096.512,57803.148,0.329,44912
2062.008,60030.976,60096.512,57862.1,0.38,44976
2063.025,60030.976,60096.512,57921.032,0.429,45040
2064.04,60030.976,60096.512,57979.988,0.481,45104
2065.053,60047.36,60358.656,57808.216,0.277,44960
2066.069,60047.36,60358.656,57867.172,0.328,45008
2067.082,60293.12,60358.656,57926.204,0.379,45056
2068.099,60293.12,60358.656,57985.14,0.43,45120
2069.114,60293.12,60358.656,58044.072,0.479,45184
2070.134,60293.12,60358.656,58103.008,0.53,45216
2071.144,60309.504,60620.8,57959.308,0.276,45040
2072.152,60555.264,60620.8,58018.252,0.326,44768
2073.176,60555.264,60620.8,58077.208,0.376,44800
2074.19,60555.264,60620.8,58136.144,0.426,44736
2075.211,60555.264,60620.8,58195.108,0.475,44784
2076.238,60309.504,60620.8,58028.736,0.276,44640
2077.256,60309.504,60620.8,58087.692,0.326,44688
2078.278,60555.264,60620.8,58146.716,0.376,44736
2079.289,60555.264,60620.8,58205.652,0.426,44800
2080.31,60555.264,60620.8,58264.664,0.476,44848
2081.324,60555.264,60620.8,58323.592,0.525,44544
2082.342,60309.504,60620.8,58149.032,0.276,44176
2083.353,60309.504,60620.8,58207.988,0.326,44192
2084.376,60555.264,60620.8,58266.956,0.376,44256
2085.394,60555.264,60620.8,58325.912,0.426,44304
2086.409,60555.264,60620.8,58384.868,0.476,44368
2087.432,60309.504,60620.8,58277.132,0.526,44352
2088.452,60309.504,60620.8,58336.088,0.277,44400
2089.47,60555.264,60620.8,58395.056,0.327,44464
2090.487,60555.264,60620.8,58454.02,0.376,44512
2091.5,60555.264,60620.8,58512.988,0.425,44576
2092.518,60555.264,60620.8,58571.916,0.473,44640
2093.538,60571.648,60882.944,58369.42,0.276,44480
2094.54,60571.648,60882.944,58428.356,0.327,44528
2095.565,60817.408,60882.944,58487.384,0.378,44576
2096.585,60817.408,60882.944,58546.32,0.43,44560
2097.6,60817.408,60882.944,58605.256,0.48,44624
2098.622,60571.648,60882.944,58466.756,0.529,44512
2099.635,60571.648,60882.944,58525.692,0.279,44576
2100.65,60817.408,60882.944,58584.644,0.331,44624
